Abstract,Label
"Bird genomes are the smallest among amniotes, but remain challenging to assemble due to their structural complexity. This study presents the first fully phased, diploid, telomere-to-telomere (T2T) reference genome for the zebra finch (",neuroscience
"Interpersonal neuroscience has gained importance in complementing single-person approaches to understand the neural underpinnings of learning in social contexts, mainly in neurotypical adults and children. This Perspective explores how such methods could be leveraged to improve our understanding of classroom learning in children with diverse educational needs, in particular with Attention Deficit/Hyperactivity Disorder, taking into account their unique symptomatology and the challenges they face in social and educational settings.",neuroscience
"Electroencephalography (EEG) and functional Magnetic Resonance Imaging (fMRI) are two widely used neuroimaging techniques, with complementary strengths and weaknesses. Predicting fMRI activity from EEG activity could give us the best of both worlds, and open new horizons for neuroscience research and neurotechnology applications. Here, we formulate this prediction objective both as a classification task (predicting whether the fMRI signal increases or decreases) and a regression task (predicting the value of this signal). We follow two distinct strategies: training classical machine learning and deep learning models (including MLP, CNN, RNN, and transformer) on an EEG-fMRI dataset, or leveraging the capabilities of pre-trained large language models (LLMs) and large multimodal models. We show that predicting fMRI activity from EEG activity is possible for the brain regions defined by the Harvard-Oxford cortical atlas, in the context of subjects performing a neurofeedback task. Interestingly, both strategies yield promising results, possibly highlighting two complementary paths for our prediction objective. Furthermore, a Chain-of-Thought approach demonstrates that LLMs can infer the cognitive functions associated with EEG data, and subsequently predict the fMRI data from these cognitive functions. The natural combination of the two strategies, i.e., fine-tuning an LLM on an EEG-fMRI dataset, is not straightforward and would certainly require further study. These findings could provide important insights for enhancing neural interfaces and advancing toward a multimodal foundation model for neuroscience, integrating EEG, fMRI, and possibly other neuroimaging modalities.",neuroscience
"Borderline personality disorder (BPD) is characterized by instability in interpersonal relationships, self-image, and affect. Dysregulated negative emotional processing involving prefrontal and limbic circuits is considered a neural basis of BPD. However, it remains unclear how prefrontal modulation of social decision-making in BPD differs from non-psychiatric controls. To investigate social decision-making in response to unfairness, we conducted an fMRI study involving adults with a diagnosis of BPD (n=77) and healthy controls (HC; n=60). Using an inequality aversion model, we derived parameters of social norm adaptation and inequality sensitivity from behavioral data during a modified ultimatum game designed to measure responses to offer norm shifts. Valence and salience signal-processing models isolated prefrontal activations related specifically to social norm prediction error (NPE). Cumulative rejection rates indicated that individuals diagnosed with BPD exhibited consistent differences in overall offer rejection rates but similar adaptation to HC when responding to norm shifts. Preservation of normative social decision-making in BPD (no significant difference vs. HC) was evident in regression analyses of rejection rates and in reinforcement learning models, with no group differences observed in Rescorla-Wagner parameters. Furthermore, we detected no significant neural activation differences between groups, although ventral regions of the medial prefrontal cortex were preferentially involved in valence-related rather than salience-related polynomial modulation. Contrary to our hypotheses, neither behavioral nor neural responses to economic norm violations differed significantly between BPD and HC groups across one-shot games involving unknown partners. Future research could explore whether more personally relevant or higher-stress social contexts elicit differences not observed here.",neuroscience
"This systematic review examines the burgeoning field of investigating mathematical efficiency through electroencephalography (EEG), aiming to elucidate the neural substrates and temporal dynamics underlying efficient mathematical processing. Through comprehensive database searches and rigorous inclusion criteria, a total of 15 EEG studies were identified and synthesized. Findings reveal distinct neural oscillations and event-related potentials (ERPs) associated with various facets of mathematical cognition, including numerical magnitude processing, arithmetic operations, working memory engagement, and problem-solving strategies. Furthermore, the review highlights the impact of individual differences, developmental trajectories, and mathematical expertise on EEG-derived measures of mathematical efficiency. Methodological considerations, encompassing experimental design, data preprocessing, and analytical techniques, are critically evaluated to enhance methodological rigor and reproducibility within the field. By consolidating evidence from diverse studies, this systematic review advances our understanding of the neural mechanisms underpinning mathematical cognition and delineates avenues for future research aimed at optimizing mathematical learning and performance through EEG-based approaches.",neuroscience
"Long-term potentiation (LTP) has had a major impact on neuroscience. In this review I use LTP citations from PubMed and LTP publications from the Web of Science to analyze the fascinating history of research on LTP. Interest gradually grew from a prolonged delay after its discovery, to its meteoric rise and mature growth, and finally to a recent steep decline. While such rise and fall is not unique in science, the sharpness and magnitude of the swings in LTP are unusually dramatic. I discuss factors that contributed to each phase and point to key developments that led to the inflection points, at times using my own work as illustrations. I call attention to several factors that contributed to the decline in interest and conclude that LTP is to a great extent a victim of its own success. Much of the community now accepts that LTP and CaMKII are the cellular and molecular underpinning of memory. However, a broad shift toward ""systems neurosciences"" has deflected attention away from crucial cellular and molecular issues still unaddressed in LTP. This neglect is regrettable and unwarranted. Neuroscience doesn't have to choose between mechanisms and behavior, and I describe two somewhat overlooked examples where notable progress is being made in combining the two approaches. Countless exciting opportunities exist for further advances along these lines.",neuroscience
"Insomnia has become the most prevalent sleep disorder in the world. The hyperarousal model is one of the main theories to explain the pathogenesis of insomnia disorder, and neuroimaging studies have provided important evidence to support this model. Although the findings vary, the overall results indicate that insomnia patients experience a condition of hyperarousal. We reviewed and summarized the related evidence from previous functional and structural neuroimaging studies of hyperarousal, which mainly showed enhanced local activity and interregional functional connectivity, increased metabolism, structural changes in gray matter, and altered white matter connectivity. Future research should further focus on cortical hyperarousal in different insomnia subtypes, unify the treatment criteria based on a sleep-staging interpretation, strictly control for the effects of age and gender, and advance the application of neuroimaging in the diagnosis and prognostic evaluation of insomnia. This article is categorized under: Psychology > Brain Function and Dysfunction Neuroscience > Clinical Neuroscience > Computation.",neuroscience
"Alzheimer's disease (AD) is a progressively and incurably neurodegenerative disorder with cognitive dysfunction (e.g., memory decline). Exercise intervention, such as aerobic and resistance training, has increasingly been accepted as a feasible strategy to improve cognitive function. However, the potential neurobiological mechanism of exercise-induced cognitive benefits requires further investigation, especially the combined regime (i.e., aerobic + resistance training) recommended by the World Health Organization guidelines on physical activity. Against this background, we aimed to investigate whether the medial septum (MS)-medial habenula (MHb) cholinergic circuit mediated the effects of combined (aerobic and resistance) exercise intervention on cognitive function in AD mice. Six-week-old male C57BL/6J wild-type (WT) mice were randomly divided into the sham-operated control group (Sham), the AD model group (AD), the early exercise with pre-AD group (Ex+AD), the post-AD with exercise group (AD+Ex), and the exercise with both pre-AD and post-AD group (Ex+AD+Ex), with 10 mice in each group. Five-month-old male C57BL/6J background 5 × FAD transgenic AD mice were randomly divided into 6 groups: WT control group (WT), 5 × FAD group (FAD), 5 × FAD + exercise intervention group (FAD+Ex), chemical inhibition of the MS + exercise intervention group (FAD+MS (i) +Ex), chemical inhibition of the MHb group (FAD+MHb (i) +Ex), and chemical activation of MS + chemical inhibition of MHb + exercise intervention group (FAD+MS (q) +MHb (i) +Ex), with 8 mice in each group. The mice in the exercise intervention groups were subjected to aerobic treadmill training combined with resistance ladder climbing. The projection relationship between MS and MHb cholinergic neurons was examined using neuroanatomical tracing experiments. Cognitive function was assessed using the Morris water maze, novel object recognition test, and Y-maze test. Neuronal damage was evaluated by hematoxylin and eosin staining and Nissl staining in the MS and MHb regions, as well as immunofluorescence staining for amyloid-β (Aβ), choline acetyltransferase (ChAT), hyperphosphorylated microtubule-associated protein tau (p-Tau), neurofilament light chain (NFL), α-synuclein (α-Syn), retinoic acid-related orphan receptor β (RORβ), neuronal nuclei (NeuN), and microtubule-associated protein 2 (MAP2), and Western blotting for Aβ, ChAT, p-Tau, NFL, α-Syn, and RORβ. Mitochondrial structure and function in MS and MHb neurons were assessed by transmission electron microscopy and Western blotting for mitochondrial transcription regulator A (TFAM), nuclear respiratory factor 1 (NFR1), and adenosine triphosphate (ATP) synthase subunit β (ATPB) protein expression levels. Exercise training significantly alleviated cognitive dysfunction and neuronal damage in the MS region of Aβ mice, especially exercise preconditioning. Cholinergic neurons in the MS region of mice projected to the MHb region. Moreover, the MS-MHb cholinergic circuit mediated the beneficial effects of exercise on ameliorating neuronal damage and improving cognitive function in 5 × FAD mice. Exercise, mediated by the MS-MHb cholinergic circuit, improved neuronal damage and cognitive function in AD mice. This study provides scientific evidence for the potential application of exercise in the prevention and control of AD and offers new insights for future clinical intervention strategies from the perspective of neuroscience.",neuroscience
"PIEZO channels are mechanosensitive ion channels conserved from plants to humans, yet structures exist for only a few mammalian orthologs. We define the structural and functional diversity of Caenorhabditis elegans PEZO-1, a single gene with extensive alternative splicing, by determining cryo-electron microscopy structures of three representative isoforms: G (full length), K (lacking the pore-distal N-terminal blade), and L (missing most of the blade). PEZO-1G displays mechanically evoked currents yet adopts a compact, semi-flattened conformation that significantly differs from the mammalian domes. The blades exhibit a three-step slope architecture stabilized by inter-blade latching among transmembrane helical units, yielding a circular, steering-wheel-like arrangement. A wider cap enables distinct blade-cap contacts that stabilize a ""toggle-down"" conformation. Isoform K also exhibits mechanically evoked currents, indicating that the pore-distal N-terminal blade is dispensable for mechanoactivation. Computational membrane-deformation modeling indicates that the isoforms impose distinct curvatures on the bilayer. Our findings indicate an evolutionarily distinct architecture for PEZO-1.",neuroscience
"Speech production entails several processing steps that encode linguistic and articulatory structure, but whether these computations correspond to spatiotemporally discrete patterns of neural activity is unclear. To address this issue, we use electrocorticography to directly measure the brains of neurosurgical participants performing an interactive speech paradigm. We observe a broad range of cortical modulation profiles, and subsequent clustering analyses establish that responses comprised distinct classes associated with sensory perception, planning, motor execution, and task-related suppression. These activity classes are also localized to separate neural substrates, indicating their status as specialized networks. We then parse dynamics in the planning and motor networks using unsupervised dimensionality reduction, which reveals subnetworks that are sequentially active throughout preparation and articulation. These results therefore support and extend a localizationist model of speech production where cortical activity ""flows"" within and across discrete pathways during language use.",neuroscience
"Emotions are crucial in advertising by shaping consumer attention, memory, and decision-making. Love and excitement are popular emotional themes used in marketing communications, and while they are leveraged by marketers, other underlying neural responses to these stimuli have not been well studied. It is important to map how various emotional appeals are processed in the brain for valuable contributions to consumer neuroscience and neuromarketing. This research seeks to investigate and compare the neural responses elicited by love-based and excitement-based advertisements through electroencephalography (EEG) and thus assess their unique cognitive and emotional engagement patterns. During this pilot study, EEG was recorded from adult viewers when they watched a series of advertisements sorted according to two emotional themes: love and excitement. Parameters in the EEG measured were amplitude fluctuation, levels of arousal, cognitive load, and frontal lobe activation patterns. Real-time neural activity was examined to establish the engagement provoked by each of the emotional themes. Emotion-based ads produced fast, sharp EEG waveforms, indicative of increased arousal, cognitive load, and strong reward expectation. Such responses were largely lateralised to the left frontal cortex and implicated in goal-directed motivation. Love-based ads, by contrast, produced smooth, stable neural activity implicated in empathy, affective resonance, and introspection. Interestingly, this condition also engaged the medial prefrontal cortex, a region involved in emotional attachment and trust. The results indicate that excitement-peddling advertisements elicit instant attention and strong cognitive activation, while love-themed content invokes more profound emotional involvement and enduring affective influence. EEG is a valuable method for cracking open unconscious consumer responses, which provides strategic implications for marketing content optimisation. Based on the small sample size, this initial study offers a basis for further research in emotionally intelligent advertising and neuromarketing interventions.",neuroscience
"The glucose-6-phosphatase (G6Pase) system is a multiprotein complex within the endoplasmic reticulum that enables glucose export during high energy demand. Although traditionally studied in peripheral tissues such as the liver, recent studies highlight its relevance in the central nervous system, particularly in astrocytes and specialized glial cells called tanycytes. This review explores emerging functions of the G6Pase system in cerebral glial cells and its putative role in the regulation of brain bioenergetics and energy balance. In astrocytes, G6Pase expression supports glucose uptake, ATP production, and endoplasmic reticulum Ca",neuroscience
"Autism spectrum disorders (ASDs) are neurodevelopmental disorders characterized by impaired sensory processing and learning disabilities, of which Fragile X syndrome (FX) is a leading genetic cause. Visual familiarity evokes persistent theta oscillations (4-8 Hz) in the primary visual cortex (V1) of mice, which are weaker and slower in",neuroscience
"This review systematically summarizes the key pathological mechanisms and therapeutic potential of the gut microbiota-neuroinflammation axis in comorbid depression in epilepsy. Approximately 30-50 % of epilepsy patients suffer from depression, which leads to poor treatment adherence and significantly increases the risk of mortality and suicide. Studies have shown that dysbiosis of the gut microbiota and central nervous system inflammation interact through multiple pathways-including microbial metabolites, immune modulation, and the vagus nerve-to form a ""gut-brain-emotion"" regulatory network. Epilepsy patients often exhibit reduced diversity and abnormal composition of gut microbiota, most notably dysregulation of Firmicutes, which promotes systemic inflammation and activation of local central nervous system inflammation. Neuroinflammation, by affecting neurotransmitter metabolism, blood-brain barrier function, and neuroplasticity, exacerbates abnormal neuronal discharges and depressive symptoms, thereby creating a vicious cycle. Intervention strategies targeting this axis have shown promising prospects, including supplementation with probiotics or prebiotics, modulation of microbial metabolites, anti-inflammatory therapies, and dietary regulation, all of which can significantly improve both the frequency of epileptic seizures and emotional states. Multi-omics analysis and precise subtyping are advancing the development of individualized treatment plans, bridging the gaps among neuroscience, immunology, and microbiology. Although challenges remain in standardized sampling, causal mechanism validation, and long-term follow-up studies, the gut microbiota-neuroinflammation axis has emerged as a new frontier in the precise prevention and treatment of comorbid depression in epilepsy, providing a tangible theoretical foundation and practical strategies for improving patient outcomes.",neuroscience
"Magnetothermal neuromodulation is a minimally invasive, deep-brain accessible, and tether-free technique. The precisely timed activation of thermosensitive ion channels, such as TRPV1, with local heat generated using magnetic nanoparticles is crucial for efficient neuromodulation. Nevertheless, this technique is greatly hindered by its long stimulus-response time and high safety risks due to the poor heat-generating performance of the nanomediators. Herein, we report the establishment of a ferrimagnetic vortex iron oxide nanoring (FVIO)-mediated magnetothermal neurostimulation technique that is efficient and safe. Compared with widely used superparamagnetic iron oxide nanomediators (SPIOs), the FVIOs triggered Ca",neuroscience
"Scarce T cell infiltration, immunosuppressive tumor-associated macrophages and ineffective drug delivery drive glioma progression and limit treatment efficacy. Mapping immunotherapy distribution by multimodality imaging might be a biomarker that could aid tumor monitoring and guide therapy development. To assess drug delivery, we developed a MRI-lightsheet microscopy platform (MR-LSM) to monitor immunotherapy at the cellular level in two immunocompetent glioma models (Gl261, SB28). The atezolizumab (PD-L1 inhibitor) subgroup of the multicenter N2M2/NOA20 trial in MGMT unmethylated GBM patients was assessed by CNN analysis and correlated to progression free survival. In contrast to the conventional Gl261 glioma model, SB28 gliomas are characterized by poor immunogenicity and resistance to Toll-like receptor (TLR) 7 targeted therapy delivered by CDNP-R848 nanoparticles. SB28 resistance is driven by microvascular pathology, vasogenic edema and drug off-targeting to peritumoral edema and white matter tracts. Vascular endothelial growth factor (VEGF) inhibition in conjunction with irradiation and dual immunotherapy (DIR) targeting innate (CDNP-R848) and adaptive immunity (anti-CTLA-4) breaks resistance, increases survival and reverses drug off-targeting. Mechanistically, tumor control is orchestrated by vascular normalization, enhanced CD8+ T cell influx and a proinflammatory shift of myeloid cells along with strong IL-12/IL-13 upregulation. In a translational analysis of the multicenter N2M2/NOA20 trial we validate that edema and microvascular pathology are associated with poor prognosis in glioblastoma patients treated with checkpoint immunotherapy and that patients without edema have increased PFS. We develop a customizable imaging platform to map drug delivery to glioma with broad applicability in neuroscience and neurooncology.",neuroscience
"Meningioma brain invasion encumbers surgical resection and increases the risk of tumor recurrence, but the molecular mechanisms underlying this process are poorly understood. To identify molecular and cellular features of brain-invasive meningiomas, we (1) analyzed bulk RNA sequencing data from 199 meningiomas, including 33 brain-invasive tumors, (2) analyzed patient-matched single-cell RNA sequencing data of spatially mapped meningioma samples from the tumor core or brain-tumor interface (BTI), and (3) performed spatial transcriptomic sequencing of brain-invasive meningioma samples. Multiplexed immunofluorescence (IF) was used to validate bioinformatic spatial expression patterns. Functional interactions between meningioma cells and neurons were studied in meningioma/neuron co-cultures using confocal microscopy, multi-electrode array recordings, and live cell calcium imaging. Transcriptomic analyses showed conserved enrichment of TGM2, S100A11, ZYX, and PDGFRA at the BTI across bulk, single-cell, and spatial RNA sequencing datasets. The expression of these genes at the BTI was confirmed using multiplexed IF, and single-cell bioinformatic and microscopy analyses further demonstrated enrichment of macrophages at the BTI. Co-culture assays showed neuronal hyperexcitability and increased proliferation of meningioma cells, suggesting functional communication between meningioma cells and the tumor microenvironment may contribute to meningioma growth in cases with brain invasion. Meningioma brain invasion is defined by molecular remodeling of tumor cells and functional interactions within the tumor microenvironment.",neuroscience
"Understanding the architectural principles that shape human brain networks is a major challenge for systems neuroscience. We hypothesize that the centrality of the different brain circuits in the human connectome is a product of their embryogenic age, such that early-born nodes should become stronger hubs than those born later. Using a human brain segmentation based on embryogenic age, we observed that nodes' structural centrality correlated with their embryogenic age, supporting our hypothesis. An opposite trend was found at functional level. The difference in embryonic age between nodes inversely correlated with the probability of existence of links and their weights. Brain transcriptomic analysis revealed strong associations between embryonic age, structure-function centrality, and the expression of genes related to nervous system development, synapse regulation and human neurological diseases. Our results highlight two key principles regarding the wiring of the human brain: older-get-richer rule, whereby earlier-born regions become network hubs, and a preferential-age-attachment rule, whereby regions preferentially connect to others with similar neurogenic timing.",neuroscience
"On Dec 8, 2025, the US Food and Drug Administration (FDA) approved the Flow Neuroscience transcranial Direct Current Stimulation (tDCS) device for the treatment of ""moderate to severe major depressive disorder (MDD) in the current episode, either as monotherapy or as an adjunctive treatment, in patients 18 years and older who are not considered treatment refractory to medication"". This represents the first FDA premarket approval (PMA) for a home-use non-invasive brain-stimulation device specifically indicated for depression treatment. This is a major regulatory milestone in non-pharmacological treatment of depression, and paves the way for additional uses and new technologies of home-based neuromodulation.",neuroscience
"Misophonia and loudness hyperacusis are debilitating sound intolerance conditions marked by extreme emotional and physiological responses to everyday sounds. Although frequently co-occurring, their distinct neural correlates remain poorly delineated. In an exploratory data-driven analysis, we identified neural-connectivity based markers of misophonia among cortical and subcortical networks in the brain using resting-state fMRI data. We leveraged an optimized and cross-validated machine learning framework to sift through >85 thousand functional connections and to evaluate detectability of misophonia, in isolation and when comorbid with hyperacusis. Participants were rigorously categorized using structured interviews into misophonia-only (MI), misophonia with hyperacusis (MH), and control (CTR) groups. Classifier models trained on individual functional connectivity distinguished both MI and MH from CTR, with 63 % and 67 % test prediction accuracy respectively. Core misophonia-related alterations consistently emerged across both groups, particularly in salience, somatomotor, and frontoparietal control networks, implying disruptions in emotion regulation, motor inhibition, and attentional control, respectively. Specific to misophonia-only were connectivity abnormalities in the basal ganglia and subcortex, suggesting a neural dissociation between MI and MH conditions. In contrast, connectivity trends unique to MH revealed networks implicated in higher-order visual processing, likely reflecting hyperacusis-linked processes. These findings offer a refined neurobiological dissociation between misophonia and hyperacusis and underscore the importance of careful diagnostic separation in both research and clinical contexts. By isolating misophonia-relevant brain networks, our results provide actionable insight into the development of precise neuroscience-informed interventions. In particular, they support psychology-based therapy to target dysfunctional connectivity in salience and control circuits for treating misophonia.",neuroscience
"Skilled fine movements are essential for daily life. Although prior work has identified motor cortical tuning to low-level kinematic features like velocity and position, these findings fall short of explaining the precision underlying complex motor behaviors. Critically, it remains unclear whether and how the motor cortex (MC) represents higher-level features of movement. Using single-unit recordings from the human MC during handwriting, we employed surrogate deep neural networks (DNNs) as a tool to investigate these mechanisms. We found that surrogate DNNs capture key aspects of neural activity at both single-unit and population levels. Through this approach, we demonstrate that the MC encodes hierarchical information of movement, including both low-level kinematics and high-level features related to the written content. These results uncover neural encoding behind dexterous motor execution and provide a framework for studying the neural basis of complex behavior.",neuroscience
"Decision-making stems from a sequence of information processing steps between the onset of the stimulus and the response. Despite extensive research, uncertainty remains about the actual cognitive sequence involved that leads to the reaction time. Using the hidden multivariate pattern method, we modeled the single-trial electroencephalogram of participants performing a decision task as a sequence of an unknown number of events estimated as trial-recurrent, time-varying, stable topographies. We provide evidence for five events occurring during participants' decision-making with two visual encoding events and three events capturing respectively attention orientation, decision, and motor execution. This interpretation is supported by the observation that a targeted manipulation of stimulus intensity yields Piéron's law in the interval between encoding and attention orientation, and Fechner's law in the interval between attention orientation and decision commitment. The final decision-related event is represented in the brain as a ramping signal in parietal areas whose timing, amplitude, and build-up predict the participants' decision accuracy.",neuroscience
